-63,-63,-73,-73,-81,-82,-53,-53,-45,-80,-44,-100,-100,-87,-100,-100,-82,-80,-85,-86,-100,-100,7.2143,3.9435
-63,-63,-73,-73,-81,-82,-53,-53,-45,-80,-44,-100,-100,-87,-100,-100,-82,-80,-85,-86,-100,-100,6.4842,4.352
-59,-59,-73,-73,-85,-100,-47,-49,-65,-81,-66,-100,-100,-87,-89,-100,-100,-100,-80,-77,-81,-79,5.8481,4.9101
-59,-59,-73,-73,-85,-100,-47,-49,-65,-81,-66,-100,-100,-87,-89,-100,-100,-100,-80,-77,-81,-79,5.1243,5.257
-61,-62,-83,-81,-85,-100,-50,-49,-57,-88,-57,-100,-85,-100,-89,-100,-100,-100,-80,-77,-81,-79,4.3151,5.3595
-61,-62,-83,-81,-85,-100,-50,-49,-57,-88,-57,-100,-85,-100,-89,-100,-100,-100,-80,-77,-81,-79,3.3914,4.9448
-63,-65,-83,-81,-85,-100,-52,-51,-58,-88,-58,-100,-85,-100,-89,-100,-100,-100,-80,-77,-81,-79,2.4954,4.1715
-63,-65,-83,-81,-85,-100,-52,-51,-58,-88,-58,-100,-85,-100,-89,-100,-100,-100,-80,-77,-81,-79,1.5762,3.474
-72,-71,-86,-85,-89,-100,-53,-54,-63,-88,-66,-100,-85,-100,-92,-100,-100,-100,-100,-100,-86,-84,0.60588,3.1798
-73,-79,-79,-80,-93,-100,-59,-59,-66,-88,-67,-100,-85,-100,-92,-100,-100,-100,-100,-100,-86,-84,0.086632,1.8097
-73,-79,-79,-80,-93,-100,-59,-59,-66,-88,-67,-100,-85,-100,-92,-100,-100,-100,-100,-100,-86,-84,0.53909,0.0068003
-73,-79,-79,-80,-93,-100,-59,-59,-66,-88,-67,-100,-85,-100,-92,-100,-100,-100,-100,-100,-86,-84,1.8065,0.42094
-61,-62,-79,-80,-93,-100,-64,-62,-69,-87,-69,-100,-84,-87,-92,-100,-100,-100,-100,-100,-86,-84,2.6663,1.0858
-61,-62,-79,-80,-93,-100,-64,-62,-69,-87,-69,-100,-84,-87,-92,-100,-100,-100,-100,-100,-86,-84,3.4943,1.7101
-65,-65,-82,-81,-92,-100,-61,-60,-52,-87,-52,-100,-84,-87,-92,-100,-100,-100,-100,-100,-86,-85,4.228,2.4131
-65,-65,-82,-81,-92,-100,-61,-60,-52,-87,-52,-100,-84,-87,-92,-100,-100,-100,-100,-100,-86,-85,4.9015,3.0699
-65,-65,-81,-84,-92,-100,-59,-58,-59,-87,-60,-100,-84,-87,-100,-100,-100,-100,-100,-100,-83,-85,5.6138,3.6823
-60,-58,-81,-84,-88,-100,-48,-48,-63,-79,-63,-100,-80,-100,-100,-100,-100,-100,-86,-84,-90,-90,6.2967,4.4929
-60,-58,-81,-84,-88,-100,-48,-48,-63,-79,-63,-100,-80,-100,-100,-100,-100,-100,-86,-84,-90,-90,7.4886,5.0071
-60,-58,-81,-84,-88,-100,-48,-48,-63,-79,-63,-100,-80,-100,-100,-100,-100,-100,-86,-84,-90,-90,7.337,3.268
-63,-63,-81,-84,-88,-100,-55,-57,-51,-76,-50,-100,-78,-100,-100,-100,-100,-100,-87,-85,-86,-92,7.7863,1.4404
-63,-63,-81,-84,-88,-100,-55,-57,-51,-76,-50,-100,-78,-100,-100,-100,-100,-100,-87,-85,-86,-92,6.8482,1.247
-54,-53,-100,-100,-88,-92,-49,-47,-50,-81,-50,-92,-79,-100,-100,-100,-90,-93,-88,-85,-86,-92,6.1257,1.5592
-54,-53,-100,-100,-88,-92,-49,-47,-50,-81,-50,-92,-79,-100,-100,-100,-90,-93,-88,-85,-86,-92,5.381,1.8147
-60,-61,-100,-100,-100,-92,-57,-58,-54,-81,-55,-92,-79,-100,-100,-100,-90,-93,-88,-85,-86,-92,4.6446,2.0804
-60,-61,-100,-100,-100,-92,-57,-58,-54,-81,-55,-92,-79,-100,-100,-100,-90,-93,-88,-85,-86,-92,3.8274,2.2117
-64,-65,-100,-100,-100,-92,-62,-62,-51,-89,-53,-92,-89,-100,-100,-100,-90,-93,-84,-100,-100,-100,2.8788,2.0324
-64,-65,-100,-100,-100,-92,-62,-62,-51,-89,-53,-92,-89,-100,-100,-100,-90,-93,-84,-100,-100,-100,2.016,2.1381
-65,-64,-100,-100,-100,-100,-61,-61,-62,-89,-60,-100,-89,-100,-100,-100,-100,-100,-87,-86,-100,-100,1.0153,1.957
-65,-64,-100,-100,-100,-100,-61,-61,-62,-89,-60,-100,-89,-100,-100,-100,-100,-100,-87,-86,-100,-100,1.1428,0.11936
-70,-70,-86,-84,-100,-100,-72,-71,-63,-89,-63,-100,-89,-100,-100,-100,-100,-100,-84,-86,-100,-100,1.4619,1.0081
-70,-70,-86,-84,-100,-100,-72,-71,-63,-89,-63,-100,-89,-100,-100,-100,-100,-100,-84,-86,-100,-100,2.4595,1.681
-68,-64,-86,-84,-100,-100,-64,-67,-53,-100,-54,-100,-100,-83,-87,-83,-100,-100,-84,-86,-87,-86,3.2615,2.4836
-68,-64,-86,-84,-100,-100,-64,-67,-53,-100,-54,-100,-100,-83,-87,-83,-100,-100,-84,-86,-87,-86,3.9884,3.1551
-64,-62,-86,-84,-93,-100,-59,-63,-54,-100,-55,-100,-100,-83,-95,-83,-100,-100,-84,-90,-87,-86,4.5037,3.7965
-64,-62,-86,-84,-93,-100,-59,-63,-54,-100,-55,-100,-100,-83,-95,-83,-100,-100,-84,-90,-87,-86,5.0113,4.4455
-63,-65,-87,-100,-93,-100,-66,-65,-58,-93,-59,-100,-100,-83,-95,-83,-100,-100,-100,-90,-89,-86,5.631,5.0302
-63,-65,-87,-100,-93,-100,-66,-65,-58,-93,-59,-100,-100,-83,-95,-83,-100,-100,-100,-90,-89,-86,6.4174,5.6471
-59,-59,-88,-84,-93,-91,-61,-61,-50,-83,-50,-92,-81,-100,-95,-100,-100,-100,-100,-90,-89,-87,7.9109,4.6867
-59,-59,-88,-84,-93,-91,-61,-61,-50,-83,-50,-92,-81,-100,-95,-100,-100,-100,-100,-90,-89,-87,7.1749,3.4714
-57,-58,-80,-78,-83,-91,-60,-63,-58,-82,-60,-92,-82,-100,-82,-100,-100,-100,-100,-88,-89,-87,6.3559,3.6513
-57,-58,-80,-78,-83,-91,-60,-63,-58,-82,-60,-92,-82,-100,-82,-100,-100,-100,-100,-88,-89,-87,5.464,3.5615
-57,-56,-83,-83,-83,-91,-59,-59,-53,-90,-53,-92,-88,-100,-82,-100,-100,-100,-100,-88,-100,-87,4.6721,3.6925
-57,-56,-83,-83,-83,-91,-59,-59,-53,-90,-53,-92,-88,-100,-82,-100,-100,-100,-100,-88,-100,-87,3.8084,3.6921
-61,-61,-83,-83,-83,-100,-63,-64,-63,-90,-61,-100,-88,-88,-82,-91,-100,-100,-100,-88,-100,-100,2.9629,3.8111
-61,-61,-83,-83,-83,-100,-63,-64,-63,-90,-61,-100,-88,-88,-82,-91,-100,-100,-100,-88,-100,-100,2.2631,4.138
-65,-62,-83,-83,-100,-100,-68,-69,-62,-90,-62,-100,-90,-88,-100,-91,-100,-100,-87,-88,-100,-100,1.3525,4.086
