0.02873,2.2793,8.4467,-0.21575,0.056047,-0.030543,-7.38,-25.56,-41.22
-0.067038,2.2793,8.2456,-0.17543,0.070708,-0.043982,-7.26,-25.56,-41.28
-0.10534,2.2984,8.0924,-0.17543,0.070708,-0.043982,-7.26,-25.56,-41.28
-0.14365,2.2889,8.0541,-0.15222,0.098807,-0.03543,-7.2,-25.56,-41.28
-0.20111,2.2601,8.1403,-0.15222,0.098807,-0.03543,-7.14,-25.74,-41.46
-0.27773,2.2218,8.351,-0.15344,0.07926,-0.03543,-7.2,-25.92,-41.4
-0.29688,2.1931,8.4659,-0.12412,0.073151,-0.037874,-7.14,-25.62,-41.64
-0.34477,2.1452,8.4659,-0.086247,0.053603,-0.012217,-7.2,-25.86,-41.4
-0.35434,2.1835,8.3797,-0.076473,0.018173,-0.012217,-7.2,-25.68,-41.4
-0.32561,2.2601,8.3606,-0.087468,0.010843,0.046426,-7.38,-25.5,-40.98
-0.27773,2.3367,8.3797,-0.08136,0.031612,0.043982,-7.2,-25.5,-41.04
-0.22984,2.4134,8.3031,-0.11068,0.049938,0.090408,-7.2,-25.5,-41.04
-0.2873,2.4612,8.2648,-0.14,0.091477,0.13317,-7.38,-25.68,-41.04
-0.36392,2.5187,8.1977,-0.1681,0.11469,0.14539,-7.26,-25.68,-40.98
-0.48842,2.5953,8.0254,-0.12779,0.13424,0.15638,-6.72,-25.68,-41.28
-0.61292,2.6911,7.8817,-0.075251,0.1379,0.14172,-6.66,-25.74,-41.46
-0.70868,2.739,7.8817,-0.064255,0.15379,0.10629,-6.54,-25.44,-41.64
-0.72784,2.7102,8.0732,-0.027603,0.15134,0.07086,-6.36,-25.38,-41.52
-0.64165,2.5379,8.4372,-0.06059,0.10614,-0.0097738,-6,-25.44,-41.94
-0.54588,2.308,8.9352,-0.089912,-0.024587,-0.087965,-6.18,-25.32,-42.06
-0.43096,2.1548,9.4236,-0.092355,-0.069791,-0.11851,-6.18,-25.32,-42.06
-0.29688,1.9537,9.8066,-0.11068,-0.091783,-0.09896,-6,-25.26,-41.94
-0.22027,1.7813,10.046,-0.12656,-0.099113,-0.073304,-6,-25.26,-41.94
-0.14365,1.8004,10.008,-0.16688,-0.099113,-0.0562,-5.7,-24.96,-42.12
-0.10534,1.9249,9.7396,-0.24385,-0.033139,0.037874,-6.18,-24.96,-41.94
-0.17238,2.1739,9.3661,-0.26828,0.076816,0.11973,-6.9,-24.54,-41.4
-0.27773,2.3942,8.8585,-0.30371,0.21121,0.1576,-6.9,-24.54,-41.4
-0.40223,2.5666,8.3222,-0.30249,0.32727,0.19426,-6.72,-24.48,-41.46
-0.47884,2.739,7.9104,-0.32571,0.39324,0.20769,-6.84,-24.48,-41.4
-0.52672,2.9401,7.7285,-0.29638,0.39813,0.19792,-6.66,-24.48,-41.46
-0.60334,3.1412,7.7285,-0.24018,0.35293,0.16371,-7.08,-24.54,-41.34
-0.69911,3.2561,7.7285,-0.18398,0.27962,0.11851,-6.66,-24.18,-41.76
-0.79487,3.237,7.7572,-0.18398,0.27962,0.11851,-6.66,-24.18,-41.76
-0.93853,3.0837,7.9009,-0.18398,0.27962,0.11851,-6.66,-24.18,-41.76
-1.0534,2.8539,8.1499,-0.18398,0.27962,0.11851,-6.66,-24.18,-41.76
-1.0918,2.5474,8.5042,-0.18398,0.27962,0.11851,-6.66,-24.18,-41.76
-1.0822,2.3463,8.849,-0.18398,0.27962,0.11851,-6.66,-24.18,-41.76
-1.0343,2.1356,9.1842,-0.10213,0.025504,-0.12339,-6.3,-24.06,-42.24
-0.98641,2.0016,9.5385,-0.14611,-0.0025962,-0.1014,-6.18,-23.7,-42.18
-0.88107,1.9537,9.7588,-0.17665,0.026725,-0.11484,-6.06,-23.4,-42.18
-0.79487,2.0111,9.7205,-0.22186,0.093921,-0.079412,-6.36,-23.58,-42
-0.76614,2.2027,9.5289,-0.21453,0.14157,-0.087965,-6.24,-23.4,-42
-0.7853,2.375,9.098,-0.1962,0.19777,-0.072082,-6.06,-23.34,-42.42
-0.82361,2.5762,8.6095,-0.13512,0.22831,-0.065973,-5.76,-23.34,-42.72
-0.83318,2.7007,8.2552,-0.10946,0.2222,-0.046426,-5.76,-23.34,-42.72
-0.81403,2.7581,8.169,-0.08136,0.18922,-0.050091,-5.52,-23.4,-42.84
-0.79487,2.8252,8.1882,-0.059368,0.16845,-0.054978,-5.22,-23.4,-42.66
-0.7853,2.9113,8.2169,-0.0031689,0.11469,-0.0281,-5.4,-23.34,-42.54
-0.77572,2.988,8.1882,0.060361,0.01573,-0.031765,-5.04,-23.58,-42.96
-0.75657,3.0837,8.102,0.14588,-0.12599,-0.023213,-4.98,-23.46,-42.96
-0.79487,3.0646,8.1307,0.14588,-0.12599,-0.023213,-4.98,-23.58,-43.14
-0.83318,3.055,8.2073,0.14588,-0.115,-0.012217,-4.68,-23.76,-42.96
-0.84276,2.9688,8.2169,0.064026,-0.10644,0.0097738,-4.62,-23.94,-43.14
-0.87149,2.7773,8.2648,0.018822,-0.079565,0.026878,-4.68,-23.94,-42.9
-0.9098,2.6624,8.3989,-0.049595,-0.079565,0.0097738,-4.86,-23.82,-42.9
-0.84276,2.5187,8.5138,-0.049595,-0.079565,0.0097738,-4.86,-23.82,-42.9
-0.73741,2.3272,8.5521,-0.049595,-0.079565,0.0097738,-4.86,-23.82,-42.9
-0.36392,2.0111,8.3989,-0.18643,-0.044135,-0.052534,-4.62,-23.76,-43.02
-0.47884,2.3846,8.2839,-0.18643,-0.044135,-0.052534,-4.62,-23.82,-43.2
-0.60334,2.7485,8.8681,-0.12168,-0.04047,-0.21991,-4.68,-23.82,-43.14
-0.57461,2.4804,9.0309,-0.026382,0.075595,-0.20769,-4.5,-23.94,-43.32
-0.60334,2.2984,8.4372,0.051809,0.14768,-0.17837,-4.68,-23.94,-43.32
-0.62249,2.3367,8.0732,0.10557,-0.022144,-0.19303,-4.5,-23.94,-43.38
-0.6608,2.5187,8.1211,0.081131,0.036499,-0.1576,-4.44,-23.94,-43.38
-0.69911,2.7773,8.0349,0.012714,0.065821,-0.13317,-4.44,-24,-43.2
-0.69911,2.9401,7.8626,-0.049595,0.074373,-0.069639,-4.5,-23.94,-43.32
-0.67038,2.9305,7.7572,-0.09602,0.075595,-0.083078,-4.26,-24,-43.2
-0.70868,2.9305,7.8243,-0.14978,0.11102,-0.07086,-3.9,-23.82,-43.26
-0.72784,2.988,8.0158,-0.16077,0.054825,-0.085521,-3.9,-23.82,-43.26
-0.69911,3.0742,8.1211,-0.19498,0.010843,-0.09896,-3.78,-23.82,-43.44
-0.67995,3.0454,8.2361,-0.23896,-0.073457,-0.090408,-3.42,-23.88,-43.62
-0.6608,2.9497,8.3318,-0.23896,-0.073457,-0.090408,-3.3,-23.64,-43.62
-0.64165,2.9497,8.5138,-0.2072,-0.11011,-0.094073,-3.24,-23.7,-43.86
-0.63207,2.9688,8.6957,-0.21208,-0.1211,-0.10507,-3.06,-23.82,-44.1
-0.60334,2.9592,8.7819,-0.19376,-0.10156,-0.13928,-2.64,-24.12,-44.34
-0.55545,2.9209,8.7724,-0.15344,-0.071013,-0.13317,-2.34,-24.06,-44.4
-0.54588,2.8922,8.8298,-0.13634,-0.061239,-0.13073,-2.46,-24.06,-44.58
-0.54588,2.8826,8.916,-0.093577,-0.061239,-0.13195,-2.46,-24.06,-44.58
-0.49799,2.8539,8.9926,-0.09602,-0.041692,-0.12706,-2.64,-24,-44.28
-0.50757,2.8443,8.9926,-0.056925,-0.044135,-0.11729,-2.7,-24.12,-44.28
-0.49799,2.7964,8.9926,-0.0056123,-0.062461,-0.12828,-2.52,-24.18,-44.28
-0.59376,2.6719,8.9926,0.026153,-0.055131,-0.11729,-2.52,-24.18,-44.28
-0.68953,2.557,9.0405,0.039592,-0.074678,-0.12706,-2.64,-24.18,-44.28
-0.88107,2.3942,9.3948,0.090904,-0.063683,-0.083078,-2.64,-24.18,-44.28
-1.0343,2.2505,9.6055,0.10679,-0.067348,0.024435,-2.82,-24.12,-44.1
-1.1396,2.1739,9.6055,0.14588,-0.095448,0.052534,-3.06,-24,-44.4
-1.2833,2.1548,9.596,0.2595,-0.090561,0.10629,-3.06,-24.18,-44.4
-1.2833,2.1644,9.663,0.39512,-0.067348,0.1124,-3.3,-23.82,-44.64
-1.3599,2.3559,9.7588,0.49163,-0.0062614,0.097738,-3.18,-23.94,-44.82
-1.4557,2.7102,9.9311,0.5405,0.096364,0.12095,-3.18,-24.12,-44.52
-1.3886,2.7677,9.9695,0.58815,0.15379,0.14783,-3.06,-24.48,-44.4
-1.3024,2.8252,10.027,0.5967,0.14401,0.15272,-3.06,-24.66,-44.28
-1.2258,2.8826,10.218,0.58082,0.087812,0.1295,-2.88,-24.72,-44.22
-1.0822,2.9688,10.314,0.58448,-0.0025962,0.092852,-3.18,-25.56,-43.74
-0.98641,3.0358,10.305,0.58448,-0.0025962,0.092852,-3,-26.22,-43.5
-0.85234,2.9975,10.266,0.57593,-0.041692,0.0085521,-3,-26.22,-43.5
-0.68953,2.8635,10.199,0.55027,-0.11011,-0.034208,-3.18,-26.4,-43.08
-0.56503,2.6911,10.123,0.46109,-0.12966,-0.11484,-3.54,-26.76,-43.08
-0.3735,2.5953,10.075,0.37679,-0.084452,-0.19303,-3.84,-27.12,-43.26
-0.18196,2.49,10.036,0.21063,-0.049022,-0.27122,-3.9,-27.24,-42.96
-0.047884,2.2697,10.027,0.03104,-0.022144,-0.34086,-4.38,-27.66,-42.9
0.019154,2.0111,9.9024,-0.14978,0.029169,-0.34575,-4.02,-27.72,-42.9
0.0095768,1.8723,9.7252,-0.1907,0.048106,-0.35247,-4.05,-27.72,-42.84
0,1.7334,9.5481,-0.23163,0.067042,-0.35919,-4.08,-27.72,-42.78
-0.086191,1.5514,9.1937,-0.2072,0.10125,-0.37385,-4.08,-27.96,-42.96
-0.23942,1.4653,8.8681,-0.2072,0.10125,-0.37385,-4.08,-27.96,-42.96
