-65,-66,-43,-43,-51,-67,-89,-100,-74,-92,-75,-68,-100,-56,-53,-56,-77,-76,-100,-90,-100,-100,2.2771,8.8819
-65,-66,-43,-43,-51,-67,-89,-100,-74,-92,-75,-68,-100,-56,-53,-56,-77,-76,-100,-90,-100,-100,3.0289,8.5808
-57,-59,-48,-48,-55,-67,-89,-100,-100,-100,-100,-68,-100,-60,-56,-60,-76,-78,-84,-84,-100,-100,3.8421,8.4692
-57,-59,-48,-48,-55,-67,-89,-100,-100,-100,-100,-68,-100,-60,-56,-60,-76,-78,-84,-84,-100,-100,4.6024,8.0335
-57,-55,-48,-47,-55,-53,-100,-100,-100,-100,-100,-53,-100,-60,-56,-60,-69,-68,-84,-84,-100,-100,5.5848,7.1504
-57,-55,-48,-47,-55,-53,-100,-100,-100,-100,-100,-53,-100,-60,-56,-60,-69,-68,-84,-84,-100,-100,5.4689,5.5484
-61,-55,-47,-46,-47,-62,-91,-100,-100,-100,-100,-64,-100,-57,-46,-58,-61,-60,-85,-84,-100,-100,6.7803,4.6184
-61,-55,-47,-46,-47,-62,-91,-100,-100,-100,-100,-64,-100,-57,-46,-58,-61,-60,-85,-84,-100,-100,7.3649,3.0579
-61,-61,-45,-45,-50,-50,-91,-85,-100,-100,-100,-49,-100,-59,-50,-61,-63,-63,-85,-100,-100,-100,6.7019,3.6272
-61,-61,-45,-45,-50,-50,-91,-85,-100,-100,-100,-49,-100,-59,-50,-61,-63,-63,-85,-100,-100,-100,7.9067,4.2981
-60,-60,-47,-47,-52,-56,-91,-85,-79,-89,-100,-56,-100,-61,-54,-60,-63,-61,-87,-100,-100,-100,8.8303,5.1481
-60,-60,-47,-47,-52,-56,-91,-85,-79,-89,-100,-56,-100,-61,-54,-60,-63,-61,-87,-100,-100,-100,8.7051,6.0419
-63,-64,-38,-38,-58,-60,-100,-85,-74,-89,-100,-62,-90,-59,-57,-62,-63,-61,-95,-100,-89,-100,7.8734,6.3997
