-51,-50,-75,-75,-73,-79,-100,-100,-50,-71,-51,-84,-71,-76,-72,-78,-81,-81,-89,-90,-71,-70,17.187,18.793
-51,-50,-75,-75,-73,-79,-100,-100,-50,-71,-51,-84,-71,-76,-72,-78,-81,-81,-89,-90,-71,-70,17.888,19.083
-48,-47,-58,-58,-60,-77,-84,-100,-55,-82,-53,-76,-82,-72,-60,-71,-72,-74,-100,-100,-76,-75,18.46,19.547
-48,-47,-58,-58,-60,-77,-84,-100,-55,-82,-53,-76,-82,-72,-60,-71,-72,-74,-100,-100,-76,-75,18.829,20.195
-43,-42,-66,-68,-68,-77,-78,-74,-57,-79,-57,-75,-79,-74,-69,-76,-72,-85,-100,-100,-72,-74,18.96,20.982
-43,-42,-66,-68,-68,-77,-78,-74,-57,-79,-57,-75,-79,-74,-69,-76,-72,-85,-100,-100,-72,-74,18.798,21.86
-47,-47,-68,-68,-68,-81,-73,-71,-57,-73,-56,-82,-74,-74,-69,-76,-72,-85,-100,-100,-72,-74,18.093,22.144
-47,-47,-68,-68,-68,-81,-73,-71,-57,-73,-56,-82,-74,-74,-69,-76,-72,-85,-100,-100,-72,-74,17.194,21.792
-48,-50,-62,-63,-76,-84,-73,-71,-52,-73,-53,-82,-75,-73,-69,-77,-84,-85,-100,-100,-75,-76,16.318,21.642
-48,-50,-62,-63,-76,-84,-73,-71,-52,-73,-53,-82,-75,-73,-69,-77,-84,-85,-100,-100,-75,-76,15.658,21.995
-38,-52,-72,-72,-78,-78,-73,-71,-51,-79,-49,-80,-78,-75,-78,-75,-84,-85,-100,-100,-63,-63,15.906,22.886
-38,-52,-72,-72,-78,-78,-73,-71,-51,-79,-49,-80,-78,-75,-78,-75,-84,-85,-100,-100,-63,-63,16.441,23.39
-52,-51,-74,-71,-76,-87,-66,-65,-56,-72,-55,-84,-73,-86,-74,-82,-90,-89,-89,-100,-66,-67,16.493,24.209
-49,-48,-58,-58,-72,-77,-72,-72,-52,-76,-52,-77,-75,-69,-69,-71,-76,-76,-89,-100,-64,-67,17.33,24.209
-49,-48,-58,-58,-72,-77,-72,-72,-52,-76,-52,-77,-75,-69,-69,-71,-76,-76,-89,-100,-64,-67,18.057,24.456
-55,-55,-74,-76,-60,-75,-72,-72,-55,-77,-57,-74,-78,-71,-60,-73,-77,-77,-88,-100,-72,-68,18.622,24.928
-55,-55,-74,-76,-60,-75,-72,-72,-55,-77,-57,-74,-78,-71,-60,-73,-77,-77,-88,-100,-72,-68,19.499,25.513
-52,-50,-71,-71,-74,-80,-72,-72,-51,-76,-55,-77,-75,-71,-72,-73,-83,-82,-88,-100,-71,-68,20.761,26.086
-52,-50,-71,-71,-74,-80,-72,-72,-51,-76,-55,-77,-75,-71,-72,-73,-83,-82,-88,-100,-71,-68,20.958,26.97
-43,-45,-68,-67,-77,-88,-78,-73,-52,-78,-53,-88,-78,-85,-78,-85,-83,-82,-86,-100,-72,-74,20.156,27.064
-43,-45,-68,-67,-77,-88,-78,-73,-52,-78,-53,-88,-78,-85,-78,-85,-83,-82,-86,-100,-72,-74,19.257,26.724
-43,-45,-68,-67,-77,-88,-78,-73,-52,-78,-53,-88,-78,-85,-78,-85,-83,-82,-86,-100,-72,-74,18.357,26.33
-44,-43,-71,-69,-69,-88,-75,-73,-53,-72,-55,-88,-70,-80,-72,-79,-86,-85,-83,-100,-78,-72,17.464,26.062
-44,-43,-71,-69,-69,-88,-75,-73,-53,-72,-55,-88,-70,-80,-72,-79,-86,-85,-83,-100,-78,-72,16.57,25.792
-43,-41,-69,-68,-74,-83,-74,-73,-52,-67,-53,-88,-68,-80,-75,-79,-86,-85,-86,-100,-77,-78,15.685,25.584
-43,-41,-69,-68,-74,-83,-74,-73,-52,-67,-53,-88,-68,-80,-75,-79,-86,-85,-86,-100,-77,-78,15,25.901
-49,-48,-69,-68,-84,-86,-68,-69,-47,-64,-47,-85,-60,-80,-83,-79,-86,-85,-76,-77,-65,-67,15.204,26.786
-49,-48,-69,-68,-84,-86,-68,-69,-47,-64,-47,-85,-60,-80,-83,-79,-86,-85,-76,-77,-65,-67,16.728,27.039
-48,-47,-67,-68,-84,-85,-66,-66,-51,-67,-53,-86,-68,-100,-83,-100,-100,-100,-76,-77,-75,-75,15.828,26.654
-48,-47,-67,-68,-84,-85,-66,-66,-51,-67,-53,-86,-68,-100,-83,-100,-100,-100,-76,-77,-75,-75,16.789,27.427
-55,-54,-64,-62,-78,-78,-75,-71,-49,-73,-50,-78,-70,-100,-74,-100,-100,-100,-88,-87,-70,-71,18.267,27.753
-55,-54,-64,-62,-78,-78,-75,-71,-49,-73,-50,-78,-70,-100,-74,-100,-100,-100,-88,-87,-70,-71,19.828,27.938
-44,-43,-62,-62,-74,-76,-72,-71,-50,-75,-51,-79,-74,-100,-79,-100,-100,-100,-83,-84,-71,-68,20.676,28.336
-44,-43,-62,-62,-74,-76,-72,-71,-50,-75,-51,-79,-74,-100,-79,-100,-100,-100,-83,-84,-71,-68,21.757,29.043
-49,-50,-66,-66,-73,-83,-72,-77,-54,-76,-55,-87,-74,-77,-71,-100,-100,-100,-83,-84,-71,-72,21.695,29.858
-49,-50,-66,-66,-73,-83,-72,-77,-54,-76,-55,-87,-74,-77,-71,-100,-100,-100,-83,-84,-71,-72,20.883,29.928
-54,-54,-74,-73,-92,-83,-76,-76,-49,-73,-49,-87,-74,-77,-71,-77,-75,-73,-83,-84,-70,-70,19.986,29.609
-54,-54,-74,-73,-92,-83,-76,-76,-49,-73,-49,-87,-74,-77,-71,-77,-75,-73,-83,-84,-70,-70,19.086,29.18
-51,-50,-76,-75,-85,-85,-78,-76,-50,-74,-48,-84,-76,-85,-84,-88,-93,-93,-88,-87,-75,-75,18.194,28.641
-51,-50,-76,-75,-85,-85,-78,-76,-50,-74,-48,-84,-76,-85,-84,-88,-93,-93,-88,-87,-75,-75,17.295,28.312
-56,-55,-75,-75,-80,-87,-71,-72,-40,-75,-38,-88,-75,-89,-81,-88,-93,-93,-88,-87,-79,-79,15.627,28.196
-56,-55,-75,-75,-80,-87,-71,-72,-40,-75,-38,-88,-75,-89,-81,-88,-93,-93,-88,-87,-79,-79,15,29.016
-50,-38,-76,-76,-85,-87,-65,-55,-48,-68,-48,-88,-68,-89,-86,-90,-93,-93,-88,-87,-71,-70,15.308,29.707
-50,-38,-76,-76,-85,-87,-65,-55,-48,-68,-48,-88,-68,-89,-86,-90,-93,-93,-88,-87,-71,-70,15.858,30.194
-55,-55,-72,-71,-81,-80,-65,-63,-49,-67,-49,-80,-68,-85,-81,-84,-87,-100,-100,-100,-68,-69,16.171,30.881
