-54,-65,-66,-69,-67,-64,-62,-65,-68,-76,-73,-85,-70,-68,-63,-88,-70,-65,-77,-70,-85,-70,-86,-68,-87,-84,-86,-86,-88,-77,-79,-55,-54,-90,-61,-90,-83,-66,-67,-74,-77,-68,-68,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0.5,16.4
-54,-65,-66,-69,-67,-64,-62,-65,-68,-76,-73,-85,-70,-68,-63,-88,-70,-65,-77,-70,-85,-70,-86,-68,-87,-84,-86,-86,-88,-77,-79,-55,-54,-90,-61,-90,-83,-66,-67,-74,-77,-68,-68,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,1.375,16.4
-54,-65,-66,-69,-67,-64,-62,-65,-68,-76,-73,-85,-70,-68,-63,-88,-70,-65,-77,-70,-85,-70,-86,-68,-87,-84,-86,-86,-88,-77,-79,-55,-54,-90,-61,-90,-83,-66,-67,-74,-77,-68,-68,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,2.25,16.4
-58,-66,-67,-74,-68,-64,-54,-66,-73,-79,-68,-86,-74,-68,-55,-88,-70,-66,-80,-67,-85,-70,-87,-73,-88,-80,-89,-88,-84,-77,-79,-58,-54,-92,-61,-92,-83,-66,-67,-74,-77,-68,-68,-75,-63,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,3.125,16.4
-58,-66,-67,-74,-68,-64,-54,-66,-73,-79,-68,-86,-74,-68,-55,-88,-70,-66,-80,-67,-85,-70,-87,-73,-88,-80,-89,-88,-84,-100,-79,-58,-54,-92,-61,-92,-83,-66,-67,-74,-77,-68,-68,-75,-63,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,4,16.4
-58,-67,-67,-74,-68,-64,-54,-66,-73,-79,-68,-86,-74,-68,-55,-88,-70,-66,-80,-67,-85,-70,-87,-73,-88,-80,-89,-88,-84,-100,-79,-58,-54,-92,-61,-92,-83,-66,-67,-74,-77,-68,-68,-75,-63,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,4.875,16.4
-51,-67,-64,-74,-56,-63,-47,-58,-77,-63,-72,-81,-74,-56,-47,-88,-65,-58,-64,-73,-81,-70,-91,-73,-88,-76,-91,-88,-84,-100,-74,-51,-54,-89,-61,-90,-83,-70,-67,-74,-77,-71,-68,-78,-63,-92,-69,-74,-61,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,5.75,16.4
-51,-68,-64,-74,-56,-63,-47,-58,-77,-63,-72,-81,-74,-56,-47,-100,-65,-58,-64,-73,-81,-70,-91,-73,-88,-76,-91,-88,-84,-100,-74,-51,-100,-89,-100,-90,-83,-70,-67,-74,-77,-71,-68,-78,-63,-92,-69,-74,-61,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6.625,16.4
-51,-68,-64,-74,-56,-63,-47,-58,-77,-63,-72,-81,-74,-56,-47,-100,-65,-58,-64,-73,-81,-70,-91,-73,-88,-76,-91,-88,-84,-100,-74,-51,-100,-89,-100,-90,-83,-70,-67,-74,-77,-71,-68,-78,-63,-92,-69,-74,-61,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7.5,16.4
-37,-65,-66,-64,-67,-53,-49,-54,-84,-71,-78,-80,-64,-68,-49,-100,-60,-55,-71,-78,-80,-55,-86,-84,-85,-70,-89,-88,-91,-100,-69,-37,-59,-87,-54,-86,-60,-100,-60,-100,-67,-100,-64,-100,-71,-88,-61,-58,-100,-59,-64,-83,-85,-88,-68,-86,-91,-91,-86,-89,-90,-93,-86,-88,-90,-92,-92,-77,-76,-78,-90,-74,-75,-77,-77,-87,-90,-82,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,16.7,17.7
