-0.19154,1.8483,8.9352,-0.041768,0.22873,-0.4244,-15.54,-22.74,-28.98
-0.25857,1.9537,8.7724,-0.0087812,0.30326,-0.39386,-15.06,-22.8,-29.34
-0.26815,2.0111,8.4755,0.011988,0.39855,-0.31811,-14.82,-22.92,-29.64
-0.27773,2.0782,8.2456,-0.030772,0.45475,-0.2729,-14.52,-22.92,-29.82
-0.249,2.2027,8.1977,-0.053985,0.49873,-0.24725,-13.8,-23.16,-30.24
-0.21069,2.2889,8.1594,-0.077198,0.52561,-0.24114,-13.38,-23.22,-30.66
-0.14365,2.2697,8.0828,-0.095524,0.50851,-0.25091,-12.72,-23.52,-30.9
-0.095768,2.2218,8.1594,-0.066203,0.43032,-0.26924,-12.6,-23.4,-30.96
-0.086191,2.1644,8.2935,-0.04299,0.38511,-0.28512,-12.72,-23.4,-30.96
-0.0095768,2.1165,8.418,-0.018555,0.30326,-0.29856,-12.42,-23.46,-30.96
0.13408,2.059,8.4467,-0.0026725,0.18964,-0.31933,-11.88,-23.46,-30.84
0.31603,2.0686,8.5042,-0.0075595,-0.065706,-0.30223,-11.76,-23.58,-30.9
0.45011,2.2122,8.6191,-0.0075595,-0.065706,-0.30223,-11.76,-23.58,-30.9
0.62249,2.4517,8.7628,-0.062537,-0.076702,-0.24847,-11.58,-23.46,-30.84
0.73741,2.7102,8.8873,-0.062537,-0.076702,-0.24847,-11.52,-23.28,-30.9
0.87149,2.9497,9.0405,-0.11874,-0.041272,-0.18372,-11.52,-23.28,-30.9
0.98641,3.1125,9.1746,-0.12362,0.0051542,-0.16539,-10.86,-23.28,-30.78
1.0726,3.304,9.232,-0.12851,0.017371,-0.18005,-10.86,-23.28,-30.78
1.1013,3.3902,9.3278,-0.11141,0.0051542,-0.1996,-10.86,-23.1,-30.78
1.0534,3.4668,9.3757,-0.07842,-0.020502,-0.25947,-10.92,-23.22,-30.96
0.95768,3.4955,9.3182,-0.07842,-0.066928,-0.29001,-10.86,-23.22,-30.9
0.85234,3.4093,9.165,-0.064981,-0.077924,-0.37186,-10.86,-22.98,-31.02
0.72784,3.3232,9.0118,-0.031994,-0.077924,-0.4806,-10.68,-22.92,-31.02
0.57461,3.237,8.8777,-0.05032,-0.070593,-0.52825,-10.86,-23.1,-31.02
0.42138,3.1125,8.849,-0.064981,-0.04005,-0.56001,-10.92,-23.34,-31.02
0.2873,2.9784,8.7149,-0.084528,-0.020502,-0.58078,-11.04,-23.04,-31.02
0.16281,2.806,8.5904,-0.066203,0.02348,-0.59666,-10.92,-23.16,-31.08
0.038307,2.624,8.4467,-0.063759,0.05158,-0.60644,-10.86,-22.92,-31.08
-0.1245,2.5379,8.3606,-0.046655,0.11878,-0.60277,-10.86,-22.92,-31.08
-0.22027,2.4708,8.1882,-0.033216,0.1652,-0.58933,-10.68,-23.1,-31.08
-0.32561,2.3176,8.0062,-0.035659,0.22751,-0.56245,-10.74,-22.92,-30.84
-0.40223,2.1452,7.853,0.01321,0.25805,-0.57345,-10.74,-22.8,-30.9
-0.59376,2.1835,7.9392,-0.00022907,0.27393,-0.57467,-10.5,-22.8,-30.84
-0.75657,2.1356,8.0254,0.0058796,0.30081,-0.56734,-10.32,-22.68,-30.9
-0.76614,2.1644,8.0828,-0.011225,0.31059,-0.55268,-9.96,-22.68,-31.08
-0.7853,2.1644,8.0349,-0.00022907,0.27882,-0.54779,-9.9,-22.5,-31.08
-0.79487,2.1644,8.0445,0.014432,0.2385,-0.53802,-9.48,-22.62,-31.14
