0	2.7294	8.5329	-0.018211	0.10988	0.0037797	5.46	17.94	-38.28
-0.02873	2.7581	8.4276	-0.0084376	0.08911	0.0062232	5.4	18	-38.16
-0.067038	2.7581	8.3606	0.022106	0.10133	0.0074449	5.4	18	-38.16
-0.10534	2.7677	8.3606	0.059979	0.097662	-0.0072158	5.46	17.94	-37.74
-0.17238	2.7869	8.3031	0.052649	0.14775	-0.0096593	5.28	18.18	-37.56
-0.22984	2.7773	8.2935	0.07464	0.14653	-0.029207	5.28	18.36	-37.56
-0.27773	2.7581	8.351	0.040432	0.13431	-0.021877	5.4	18.18	-37.8
-0.29688	2.7869	8.4084	0.00011454	0.11965	-0.018211	5.94	18.18	-37.92
-0.22027	2.7869	8.4563	0.00011454	0.11965	-0.018211	5.94	18.18	-37.92
-0.10534	2.7485	8.5138	-0.0084376	0.08178	0.0037797	6.24	18.18	-37.8
-0.019154	2.7773	8.6191	0.0074449	0.075671	-0.010881	6.36	18.12	-37.8
0.086191	2.7773	8.8873	0.0074449	-0.028176	0.0062232	6.24	17.94	-37.86
0.22984	2.7581	8.983	0.0074449	-0.028176	0.0062232	6.6	18.24	-38.46
0.32561	2.806	8.9735	0.079527	-0.16257	0.013554	6.96	18.12	-38.64
0.3735	2.8826	8.9639	0.079527	-0.16257	0.013554	6.96	18.12	-38.28
0.39265	3.0454	8.9735	0.12351	-0.19189	0.017219	7.08	18.06	-38.16
0.3735	3.1987	8.849	0.1626	-0.15646	0.0074449	6.9	18.12	-38.28
0.32561	3.3232	8.6191	0.19315	-0.053832	0.012332	6.9	18.24	-38.46
0.27773	3.4285	8.4563	0.19315	-0.053832	0.012332	6.78	18	-38.46
0.22984	3.5338	8.2744	0.16138	0.1392	0.013554	6.48	17.7	-38.22
0.14365	3.5817	8.1211	0.16138	0.1392	0.013554	6.48	17.7	-38.22
0.076614	3.6009	8.0158	0.13939	0.19174	-0.026764	6.3	17.64	-37.86
-0.02873	3.5817	7.9104	0.11618	0.24305	-0.020655	6.3	17.64	-37.86
-0.086191	3.6009	7.8147	0.1174	0.22961	-0.071968	6.48	17.52	-38.1
-0.15323	3.5721	7.7764	0.078305	0.22594	-0.084185	6.54	17.82	-37.98
-0.249	3.486	7.9966	0.063645	0.19907	-0.13183	6.54	17.7	-37.86
-0.29688	3.4093	8.1211	0.019662	0.15997	-0.14283	6.54	17.7	-37.8
-0.2873	3.2848	8.1499	0.0013363	0.11599	-0.21491	6.72	17.7	-37.8
-0.35434	3.1699	8.1594	-0.012103	0.0035888	-0.27722	6.9	17.82	-38.04
-0.4118	3.0167	8.2169	-0.0011072	-0.057498	-0.33464	7.08	17.82	-37.92
-0.46926	2.8635	8.1786	0.012332	-0.070937	-0.39573	7.26	17.76	-38.1
-0.51715	2.7485	8.1307	0.0013363	-0.050167	-0.43238	7.08	17.64	-38.34
-0.57461	2.6528	8.0254	-0.019433	0.0048106	-0.43116	6.96	17.82	-38.46
-0.64165	2.5762	7.9679	-0.05242	0.086667	-0.40061	6.96	17.82	-38.46
-0.69911	2.5187	7.8817	-0.062194	0.14775	-0.37007	6.96	17.76	-38.28
-0.72784	2.4995	7.7572	-0.11106	0.18074	-0.32975	6.9	18.06	-38.22
-0.75657	2.5379	7.6136	-0.13428	0.25404	-0.28944	6.72	18.24	-38.28
-0.83318	2.5762	7.422	-0.1807	0.29558	-0.24057	6.48	18.24	-38.46
-0.96726	2.624	7.2401	-0.20391	0.34079	-0.17337	6.3	18.54	-38.22
-1.1492	2.6145	7.1347	-0.15749	0.38721	-0.13428	6.24	18.66	-38.22
-1.3216	2.7198	7.0198	-0.1355	0.42142	-0.079298	6.12	18.72	-38.22
-1.5323	2.873	6.79	-0.11839	0.44952	-0.0047724	6.54	18.84	-38.22
-1.7334	3.0167	6.6655	-0.073189	0.45074	0.01844	6.6	18.96	-38.46
-1.9058	3.1987	6.5601	-0.0072158	0.48617	0.084414	6.72	18.96	-38.52
-2.0782	3.3806	6.5218	-0.0072158	0.51549	0.15283	6.96	18.66	-38.04
-2.2505	3.5243	6.5314	0.0074449	0.55092	0.20659	6.96	18.66	-38.04
-2.3655	3.62	6.6272	-0.074411	0.53015	0.24324	7.2	18.66	-37.92
-2.4421	3.6775	6.8091	-0.17459	0.48984	0.27378	7.26	18.78	-38.04
-2.5091	3.6871	7.2975	-0.29799	0.39454	0.26645	7.5	18.78	-37.62
-2.49	3.6775	7.8434	-0.45803	0.30658	0.24202	7.86	18.6	-37.32
-2.3655	3.6105	8.3989	-0.55455	-0.35804	0.035545	7.8	19.2	-36.48
-2.0207	3.4477	8.8969	-0.55455	-0.35804	0.035545	7.8	19.2	-36.48
-1.5802	3.0646	9.2799	-0.55455	-0.35804	0.035545	7.8	19.2	-36.48
-1.2929	2.7102	9.5481	-0.55455	-0.35804	0.035545	7.8	19.2	-36.48
-1.1779	2.5187	9.7779	-0.55455	-0.35804	0.035545	7.8	19.2	-36.48
-1.1013	2.4517	9.9599	-0.35663	-0.77099	-0.17093	7.92	19.32	-36.36
-1.0247	2.4325	10.008	-0.28088	-0.81741	-0.25034	7.92	19.5	-36.66
-0.96726	2.4708	9.7013	-0.20514	-0.72945	-0.26011	7.92	19.5	-36.66
-1.0056	2.5474	9.2991	-0.20269	-0.58162	-0.23079	7.62	19.68	-36.72
-1.0918	2.5857	8.8681	-0.15505	-0.43501	-0.15871	7.44	19.62	-37.08
-1.2737	2.6624	8.5138	-0.17093	-0.12591	-0.013324	7.32	19.68	-37.08
-1.5131	2.8347	8.4084	-0.22224	0.28337	0.1626	7.2	19.68	-37.26
-1.7909	3.0358	8.3222	-0.27477	0.59246	0.29944	7.32	19.62	-37.2
-1.9249	3.1987	8.2169	-0.276	0.74029	0.38496	7.32	19.62	-37.14
-1.8771	3.2657	8.2169	-0.26378	0.75007	0.45215	7.26	19.8	-37.14
-1.7334	3.3615	8.2456	-0.2369	0.61079	0.48392	7.26	20.04	-36.96
-1.5897	3.4285	8.0828	-0.1526	0.34567	0.44238	7.68	20.34	-37.14
-1.4269	3.3806	8.0062	-0.1526	0.34567	0.44238	7.68	20.34	-37.14
-1.2067	3.3806	8.2552	0.033101	-0.041615	0.36541	8.22	20.88	-36.66
-1.0343	3.4764	8.4084	0.1174	-0.19311	0.27623	8.34	21.18	-36.3
-0.89064	3.5051	8.6383	0.16016	-0.31406	0.16505	8.34	21.18	-36.3
-0.69911	3.553	8.734	0.11129	-0.40203	0.03921	8.88	21.24	-36.72
-0.52672	3.5243	8.7724	0.11129	-0.40203	0.03921	8.88	21.24	-36.72
-0.38307	3.4093	8.8777	-0.071968	-0.44723	-0.091515	8.88	21.24	-36.66
-0.2873	3.3423	9.0309	-0.14038	-0.4289	-0.10862	8.94	20.88	-36.54
-0.29688	3.3423	9.0788	-0.14038	-0.4289	-0.10862	8.94	20.88	-36.54
-0.29688	3.3519	8.983	-0.16115	-0.3556	-0.11717	8.34	20.82	-36.3
-0.27773	3.3519	8.8681	-0.075633	-0.28718	-0.09518	7.98	20.82	-36.24
-0.23942	3.4955	8.8107	-0.034094	-0.17845	-0.096402	8.16	20.64	-36.48
-0.2873	3.5913	8.8202	0.063645	-0.13813	-0.10984	7.86	20.82	-36.42
-0.35434	3.6679	8.7532	0.14428	0.0023671	-0.11839	8.16	20.82	-36.06
-0.4118	3.7254	8.6574	0.14428	0.0023671	-0.11839	7.98	20.88	-36.12
-0.46926	3.7828	8.6	0.20048	0.036576	-0.17826	7.68	21.12	-35.82
-0.50757	3.8403	8.5234	0.1907	0.054902	-0.19781	7.68	21.12	-35.82
-0.57461	3.8307	8.4276	0.19803	0.017028	-0.25401	7.8	21.06	-36
-0.65122	3.7924	8.3222	0.19803	0.017028	-0.25401	7.8	21.24	-35.76
-0.72784	3.8786	8.2552	0.20537	-0.011072	-0.26989	7.8	21.42	-35.64
-0.81403	4.0318	8.2456	0.21636	-0.023289	-0.22713	7.62	21.42	-35.58
-0.89064	4.1563	8.2169	0.23957	-0.052611	-0.19903	7.44	21.3	-35.4
-0.95768	4.2904	8.1594	0.23957	-0.052611	-0.19903	7.14	21.24	-35.82
-1.0343	4.4436	8.0828	0.21758	-0.070937	-0.19536	7.02	21.24	-35.94
-1.1205	4.5011	8.1307	0.17604	-0.047724	-0.19903	7.2	21.12	-36.06
-1.312	4.4724	8.2169	0.17604	-0.047724	-0.19903	7.26	21.12	-36.42
-1.4748	4.3862	8.3701	0.12351	-7.64E-05	-0.22835	7.2	20.76	-36.6
-1.6472	4.3096	8.5521	0.045319	0.21128	-0.2369	7.26	20.46	-36.78
-1.7717	4.1755	8.9926	0.045319	0.21128	-0.2369	7.26	20.46	-36.78
-1.9058	4.0318	9.414	0.020884	0.35178	-0.23324	7.2	20.52	-36.6
-2.059	3.9265	9.5289	0.04654	0.46174	-0.22346	7.26	20.52	-36.3
-2.1548	3.869	9.414	0.12351	0.48373	-0.19292	7.44	20.34	-36.24
-2.2697	3.8307	9.347	0.17604	0.47151	-0.13061	7.44	20.34	-36.24
-2.2984	3.9265	9.347	0.28844	0.48862	-0.084185	7.38	20.4	-36.24
-2.2122	3.9935	9.4523	0.38129	0.49595	-0.01699	7.2	20.34	-35.88
-1.9441	3.9552	9.5002	0.42039	0.48739	0.034323	7.56	20.52	-36.06
-1.7238	3.8116	9.7492	0.42406	0.44463	0.053871	7.98	20.34	-36.3
-1.6089	3.4477	10.42	0.28356	0.35545	0.002558	8.16	20.34	-36.3
-1.5227	2.8443	11.416	-0.0072158	0.29436	-0.093959	8.58	20.28	-36.3
-1.4461	2.1165	12.345	-0.35907	0.25649	-0.24423	8.88	20.16	-36.54
-1.1205	1.3886	12.737	-0.51912	0.15386	-0.41283	9.12	20.28	-36.96
-0.73741	0.69911	12.383	-0.7427	-0.044059	-0.4617	9.6	20.4	-37.38
-0.36392	0.11492	11.674	-0.75736	-0.16257	-0.53745	9.6	20.4	-37.38
-0.19154	-0.13408	10.812	-0.5741	-0.37026	-0.52523	9.96	20.46	-37.44
-0.22027	-0.081403	10.319	-0.40183	-0.40141	-0.49591	9.9	20.52	-37.32
-0.249	-0.02873	9.8258	-0.22957	-0.43257	-0.46659	9.84	20.58	-37.2
-0.48842	0.30646	8.8394	0.16627	-0.35316	-0.37007	9.78	20.82	-36.84
-0.73741	0.70868	7.8434	0.53279	-0.10637	-0.22713	9.72	20.94	-37.14
-0.92895	1.2163	6.924	0.75514	0.24793	-0.08052	9.66	21	-37.32
-1.1492	1.6759	6.1866	0.83333	0.6059	0.069753	9.24	21.18	-37.2
-1.3312	2.0686	5.8802	0.82723	0.93699	0.12107	9.12	21.3	-36.96
-1.4748	2.2697	5.7748	0.70505	1.0799	0.21758	9.06	21	-36.9
-1.6185	2.3176	5.7844	0.28966	1.3487	0.32632	9.06	20.82	-36.72
-1.7717	2.2505	6.0047	0.1455	1.2986	0.30433	9.06	20.82	-36.72
-1.9058	2.1261	6.2537	0.040432	1.1203	0.21636	9.12	20.64	-36.72
-1.9345	2.0111	6.3877	-0.026764	0.88934	0.08197	9.54	20.28	-36.36
-1.7813	2.0399	6.3015	-0.08785	0.59613	-0.0096593	9.9	20.22	-36.36
-1.4748	2.1165	6.3398	-0.13428	0.46052	-0.22224	10.44	20.1	-36.24
-1.1875	2.1548	6.5122	-0.2198	0.28581	-0.43971	10.62	19.74	-36.24
-0.99599	2.0111	6.7995	-0.39573	0.12576	-0.63274	11.1	19.74	-36.3
-0.83318	1.9824	6.9049	-0.63763	-0.036728	-0.83799	11.34	19.74	-36.36
-0.38307	2.308	6.4356	-0.63763	-0.036728	-0.83799	11.64	19.74	-36.54
-0.90022	1.0247	6.7708	-0.78424	-0.22976	-0.9394	11.64	19.74	-36.54
-1.3312	0.35434	7.2784	-0.90397	-0.32994	-0.97238	11.82	19.86	-36.54
-1.2929	0.61292	7.5274	-1.1361	-0.23831	-1.2314	11.64	20.34	-36.48
-1.2737	0.81403	7.92	-1.4464	-0.048946	-1.4831	11.7	20.88	-36.3
-1.5419	1.1013	8.0732	-1.8655	0.23205	-1.5442	11.34	21.9	-35.88
-1.8483	1.0343	7.1826	-1.8655	0.23205	-1.5442	10.8	22.68	-35.34
-1.8866	0.72784	6.4356	-1.9571	0.34812	-1.3658	10.8	22.68	-35.34
-2.1069	0.61292	5.9759	-1.7836	0.49717	-1.1056	10.56	23.58	-34.92
-2.5762	0.81403	5.8035	-1.0335	1.1068	-0.47758	10.32	24.3	-34.32
-2.8252	1.245	6.0717	-0.58754	1.1923	-0.24912	10.14	25.14	-33.84
-2.9688	1.561	6.4739	-0.58754	1.1923	-0.24912	10.08	25.74	-33.18
-3.2082	1.6472	7.039	-0.13916	1.0201	-0.063415	9.84	26.22	-32.52
-3.0837	1.7334	7.4699	0.06731	0.50816	0.029436	10.26	26.88	-32.34
-2.7102	2.0686	7.6423	0.8199	-0.32017	0.16871	10.2	27.24	-31.92
-2.3846	2.5283	7.9104	0.8199	-0.32017	0.16871	10.44	27.42	-31.62
-2.2601	2.873	8.3797	1.2389	-0.89072	0.22125	10.32	27.3	-31.26
-2.3367	2.9784	8.6	1.2389	-0.89072	0.22125	10.32	27.3	-31.26
-2.4134	2.9305	8.7245	1.2512	-1.0581	0.22369	10.5	27.24	-31.26
-2.4708	2.9018	8.9735	1.2512	-1.0581	0.22369	10.26	27.12	-31.56
-2.6336	3.0454	9.4427	0.9946	-0.98846	0.014775	9.96	26.88	-32.1
-2.7007	2.9305	9.4332	0.9946	-0.98846	0.014775	9.78	26.52	-32.58
-2.5474	2.8826	9.2512	0.57188	-0.89927	-0.08785	9.36	26.04	-32.94
-2.2697	2.9305	9.2512	0.14061	-0.64515	-0.25401	8.22	24.9	-33.96
-2.2793	2.8635	9.3757	0.14061	-0.64515	-0.25401	8.22	24.9	-33.96
-2.4421	2.7007	9.4523	0.14061	-0.64515	-0.25401	8.22	24.9	-33.96
-2.5762	2.6145	9.5193	0.14061	-0.64515	-0.25401	8.22	24.9	-33.96
-2.7581	2.5379	9.5098	-0.36885	0.63645	0.27989	8.1	24.72	-33.72
-2.9209	2.5857	9.3948	-0.28211	0.70853	0.31532	7.74	24.84	-33.24
-3.0454	2.6145	9.2608	-0.28211	0.70853	0.31532	7.86	24.84	-33.12
-3.0646	2.6911	9.1937	-0.1526	0.72808	0.39473	7.86	24.84	-33.12
-3.1029	2.739	9.1267	0.01111	0.73052	0.44849	7.86	25.08	-33.06
-3.1795	2.739	9.0501	0.15405	0.6902	0.5841	8.16	25.26	-32.88
-3.3136	2.7007	9.0884	0.20903	0.58758	0.62686	8.52	25.56	-32.82
-3.3806	2.6911	9.0884	0.47537	0.32857	0.7918	9.18	25.62	-32.94
-3.371	2.6911	9.1937	0.47537	0.32857	0.7918	9.18	25.62	-32.94
-3.371	2.7198	9.3182	0.5108	0.2345	0.82478	9.3	25.56	-32.76
-3.3806	2.7869	9.5002	0.4998	0.2064	0.85288	9.66	25.5	-32.58
-3.304	2.9113	9.5768	0.53645	0.17707	0.88343	10.5	25.32	-32.94
-3.2561	3.0263	9.5289	0.54012	0.12454	0.94207	10.74	25.38	-33.12
